Max Drift,Rapport Period,Amortization Period,Avg. Error,Median Error,Max Absolute Error,Error Standard Deviation
20,10000000,5000000,-1652.7329205069125,-1575.5,6080,804.395067518764
20,20000000,5000000,-1829.8774718326051,-1858.0,3694,750.3049170185868
20,30000000,5000000,-2054.063525003603,-2081,3912,755.0598191844181
20,40000000,5000000,-2262.781200243175,-2230,5961,915.0726127373084
20,50000000,5000000,-2501.2596858638744,-2485.0,5097,965.415220571688
20,60000000,5000000,-2501.1903689842698,-2508.0,4654,928.822511423255
