Max Drift,Rapport Period,Amortization Period,Avg. Error,Median Error,Max Absolute Error,Error Standard Deviation
30,10000000,5000000,-1688.3573774269746,-1669.0,4158,731.92293095721
30,20000000,5000000,-2060.4881161086364,-1982,8842,1045.2192774375692
30,30000000,5000000,-2225.2044910783775,-2215,4194,805.0532281674112
30,40000000,5000000,-2566.2033922834235,-2574,4730,932.9193947364604
30,50000000,5000000,-2877.0607567693337,-2878,5751,1062.767185580858
30,60000000,5000000,-3169.624290977136,-3174.0,5955,1165.767883612094
