Max Drift,Rapport Period,Amortization Period,Avg. Error,Median Error,Max Absolute Error,Error Standard Deviation
10,10000000,5000000,-1441.2670084682297,-1411.0,11202,1035.7235437697254
10,20000000,5000000,-1733.1834200465664,-1666,5629,926.2818078123388
10,30000000,5000000,-1597.6078810066012,-1583,3072,722.3101890433828
10,40000000,5000000,-1898.0531434525876,-1775.0,8706,1105.4057102739553
10,50000000,5000000,-1856.740168702734,-1771.0,4115,888.998281526492
10,60000000,5000000,-1893.9234277694939,-1898,3927,815.6765433268539
