Max Drift,Rapport Period,Amortization Period,Avg. Error,Median Error,Max Absolute Error,Error Standard Deviation
40,10000000,5000000,-1958.0526179367548,-2005.0,7829,855.5501051026462
40,20000000,5000000,-2330.397177593194,-2272,7091,926.7081604947725
40,30000000,5000000,-2623.675121051418,-2609.0,5527,961.0084889365811
40,40000000,5000000,-3013.025647705891,-3019,5449,1066.7287621805945
40,50000000,5000000,-3885.400587602176,-3585,13733,2097.530999088498
40,60000000,5000000,-3922.741089441829,-3863,10126,1632.3046366929216
